ROI backgr, sum

Spectrum                                       Si       P     Ar      Ni       Zn       Ga       Rh
20230628_CVD_2546_60s_20x20ptsdet_1_16_19    -260    -220    -59    -901    -1764    -2297    -4907
20230628_CVD_2546_60s_20x20ptsdet_1_16_2     -251    -208    -75    -952    -1792    -2322    -4915
20230628_CVD_2546_60s_20x20ptsdet_1_16_3     -272    -230    -83    -997    -1726    -2225    -4905
20230628_CVD_2546_60s_20x20ptsdet_1_16_4     -263    -223    -84    -949    -1755    -2271    -4836
20230628_CVD_2546_60s_20x20ptsdet_1_16_5     -243    -197    -78    -962    -1794    -2322    -4882
20230628_CVD_2546_60s_20x20ptsdet_1_16_6     -254    -222    -95    -902    -1688    -2199    -4833
20230628_CVD_2546_60s_20x20ptsdet_1_16_7     -258    -208    -70    -927    -1670    -2206    -4911
20230628_CVD_2546_60s_20x20ptsdet_1_16_8     -274    -235   -100    -971    -1749    -2271    -4896
20230628_CVD_2546_60s_20x20ptsdet_1_16_9     -257    -205    -84    -879    -1661    -2248    -4818
20230628_CVD_2546_60s_20x20ptsdet_1_17_0     -268    -223    -79    -944    -1675    -2229    -4884
20230628_CVD_2546_60s_20x20ptsdet_1_17_1     -259    -220    -94    -956    -1708    -2208    -4915
20230628_CVD_2546_60s_20x20ptsdet_1_17_10    -223    -168    -69   -1005    -1750    -2288    -4683
20230628_CVD_2546_60s_20x20ptsdet_1_17_11    -259    -219    -71    -879    -1620    -2171    -4823
20230628_CVD_2546_60s_20x20ptsdet_1_17_12    -270    -224    -68    -929    -1668    -2225    -4856
20230628_CVD_2546_60s_20x20ptsdet_1_17_13    -255    -214    -96    -988    -1767    -2276    -4891
20230628_CVD_2546_60s_20x20ptsdet_1_17_14    -259    -223    -81    -918    -1672    -2228    -4924
20230628_CVD_2546_60s_20x20ptsdet_1_17_15    -250    -209    -75    -911    -1568    -2147    -4838
20230628_CVD_2546_60s_20x20ptsdet_1_17_16    -261    -217    -93    -897    -1666    -2245    -4911
20230628_CVD_2546_60s_20x20ptsdet_1_17_17    -253    -215    -97    -856    -1751    -2252    -4916
20230628_CVD_2546_60s_20x20ptsdet_1_17_18    -227    -170    -81    -905    -1589    -2164    -4934
20230628_CVD_2546_60s_20x20ptsdet_1_17_19    -242    -203    -73    -897    -1688    -2209    -4795
20230628_CVD_2546_60s_20x20ptsdet_1_17_2     -235    -194    -70    -952    -1742    -2320    -4840
20230628_CVD_2546_60s_20x20ptsdet_1_17_3     -268    -226    -85    -892    -1722    -2280    -4768
20230628_CVD_2546_60s_20x20ptsdet_1_17_4     -246    -194    -52    -966    -1710    -2255    -4841
20230628_CVD_2546_60s_20x20ptsdet_1_17_5     -242    -201    -79    -903    -1718    -2261    -4770
20230628_CVD_2546_60s_20x20ptsdet_1_17_6     -248    -210    -83    -982    -1702    -2224    -4965
20230628_CVD_2546_60s_20x20ptsdet_1_17_7     -270    -232    -93    -910    -1716    -2252    -4874
20230628_CVD_2546_60s_20x20ptsdet_1_17_8     -257    -221    -87    -873    -1666    -2197    -4875
20230628_CVD_2546_60s_20x20ptsdet_1_17_9     -256    -213    -81    -967    -1709    -2227    -4882
20230628_CVD_2546_60s_20x20ptsdet_1_18_0     -262    -218    -91    -927    -1677    -2211    -4866
20230628_CVD_2546_60s_20x20ptsdet_1_18_1     -259    -222    -81    -870    -1648    -2195    -4878
20230628_CVD_2546_60s_20x20ptsdet_1_18_10    -250    -199    -42    -954    -1685    -2210    -4888
20230628_CVD_2546_60s_20x20ptsdet_1_18_11    -258    -227    -81    -855    -1692    -2229    -4892
20230628_CVD_2546_60s_20x20ptsdet_1_18_12    -253    -194    -57    -954    -1705    -2248    -4964
20230628_CVD_2546_60s_20x20ptsdet_1_18_13    -270    -234    -72    -946    -1762    -2283    -4971
20230628_CVD_2546_60s_20x20ptsdet_1_18_14    -252    -199    -65   -1011    -1771    -2291    -4744
20230628_CVD_2546_60s_20x20ptsdet_1_18_15    -235    -185    -74    -857    -1710    -2266    -4844
20230628_CVD_2546_60s_20x20ptsdet_1_18_16    -250    -212    -88    -941    -1672    -2196    -4864
20230628_CVD_2546_60s_20x20ptsdet_1_18_17    -245    -197    -77    -876    -1556    -2147    -4818
20230628_CVD_2546_60s_20x20ptsdet_1_18_18    -269    -232    -74    -840    -1725    -2261    -4826
20230628_CVD_2546_60s_20x20ptsdet_1_18_19    -265    -217    -97    -906    -1706    -2259    -4965
20230628_CVD_2546_60s_20x20ptsdet_1_18_2     -257    -211    -69    -880    -1629    -2174    -4775
20230628_CVD_2546_60s_20x20ptsdet_1_18_3     -253    -208    -89    -962    -1736    -2269    -4937
20230628_CVD_2546_60s_20x20ptsdet_1_18_4     -235    -186    -78    -918    -1784    -2300    -4918
20230628_CVD_2546_60s_20x20ptsdet_1_18_5     -255    -212    -79    -901    -1753    -2259    -4831
20230628_CVD_2546_60s_20x20ptsdet_1_18_6     -255    -209    -87    -827    -1749    -2282    -4895
20230628_CVD_2546_60s_20x20ptsdet_1_18_7     -247    -186    -67    -980    -1757    -2286    -4858
20230628_CVD_2546_60s_20x20ptsdet_1_18_8     -243    -191    -85    -856    -1719    -2270    -4890
20230628_CVD_2546_60s_20x20ptsdet_1_18_9     -270    -230    -84    -899    -1743    -2262    -4966
20230628_CVD_2546_60s_20x20ptsdet_1_19_0     -251    -202    -79    -944    -1507    -2122    -4748
20230628_CVD_2546_60s_20x20ptsdet_1_19_1     -251    -218    -80    -949    -1722    -2258    -4949
20230628_CVD_2546_60s_20x20ptsdet_1_19_10    -222    -170    -69    -893    -1707    -2235    -4807
20230628_CVD_2546_60s_20x20ptsdet_1_19_11    -270    -231    -92    -945    -1790    -2328    -4939
20230628_CVD_2546_60s_20x20ptsdet_1_19_12    -245    -197    -70    -931    -1639    -2179    -4955
20230628_CVD_2546_60s_20x20ptsdet_1_19_13    -270    -214    -70    -909    -1733    -2264    -4917
20230628_CVD_2546_60s_20x20ptsdet_1_19_14    -263    -227    -88    -950    -1652    -2184    -4898
20230628_CVD_2546_60s_20x20ptsdet_1_19_15    -257    -215    -85    -878    -1728    -2235    -4715
20230628_CVD_2546_60s_20x20ptsdet_1_19_16    -240    -180    -74    -947    -1656    -2223    -4937
20230628_CVD_2546_60s_20x20ptsdet_1_19_17    -268    -230    -62    -854    -1734    -2266    -4871
20230628_CVD_2546_60s_20x20ptsdet_1_19_18    -255    -211    -72    -980    -1715    -2236    -4847
20230628_CVD_2546_60s_20x20ptsdet_1_19_19    -261    -215    -73    -828    -1716    -2249    -4870
20230628_CVD_2546_60s_20x20ptsdet_1_19_2     -260    -218    -86    -919    -1560    -2132    -4822
20230628_CVD_2546_60s_20x20ptsdet_1_19_3     -255    -213    -76    -847    -1687    -2229    -4966
20230628_CVD_2546_60s_20x20ptsdet_1_19_4     -243    -187    -76    -867    -1733    -2255    -4903
20230628_CVD_2546_60s_20x20ptsdet_1_19_5     -250    -213    -65    -902    -1738    -2285    -4991
20230628_CVD_2546_60s_20x20ptsdet_1_19_6     -267    -229    -76    -937    -1758    -2301    -4929
20230628_CVD_2546_60s_20x20ptsdet_1_19_7     -255    -214    -79    -908    -1609    -2166    -4965
20230628_CVD_2546_60s_20x20ptsdet_1_19_8     -240    -196    -61    -962    -1666    -2205    -4968
20230628_CVD_2546_60s_20x20ptsdet_1_19_9     -256    -212    -83    -892    -1752    -2269    -4942
20230628_CVD_2546_60s_20x20ptsdet_1_1_0      -242    -192    -84    -888    -1696    -2257    -4982
20230628_CVD_2546_60s_20x20ptsdet_1_1_1      -273    -238   -101   -1008    -1657    -2214    -4889
20230628_CVD_2546_60s_20x20ptsdet_1_1_10     -269    -225    -74    -855    -1650    -2196    -4896
20230628_CVD_2546_60s_20x20ptsdet_1_1_11     -249    -187    -76    -908    -1775    -2267    -4831
20230628_CVD_2546_60s_20x20ptsdet_1_1_12     -275    -236    -73   -1006    -1643    -2169    -4867
20230628_CVD_2546_60s_20x20ptsdet_1_1_13     -261    -221    -79    -852    -1683    -2228    -4830
20230628_CVD_2546_60s_20x20ptsdet_1_1_14     -250    -205    -78    -869    -1728    -2245    -4858
20230628_CVD_2546_60s_20x20ptsdet_1_1_15     -267    -226    -86    -933    -1606    -2179    -4760
20230628_CVD_2546_60s_20x20ptsdet_1_1_16     -241    -188    -78    -955    -1680    -2205    -4831
20230628_CVD_2546_60s_20x20ptsdet_1_1_17     -271    -229    -72    -915    -1702    -2267    -4914
20230628_CVD_2546_60s_20x20ptsdet_1_1_18     -248    -205    -82    -891    -1696    -2254    -4843
20230628_CVD_2546_60s_20x20ptsdet_1_1_19     -237    -177    -73    -925    -1741    -2268    -4953
20230628_CVD_2546_60s_20x20ptsdet_1_1_2      -267    -231   -108    -901    -1768    -2286    -4890
20230628_CVD_2546_60s_20x20ptsdet_1_1_3      -279    -233    -82    -925    -1581    -2141    -4871
20230628_CVD_2546_60s_20x20ptsdet_1_1_4      -259    -217    -72    -991    -1806    -2336    -4960
20230628_CVD_2546_60s_20x20ptsdet_1_1_5      -225    -183    -59    -928    -1655    -2222    -4912
20230628_CVD_2546_60s_20x20ptsdet_1_1_6      -245    -205    -95    -924    -1789    -2294    -4915
20230628_CVD_2546_60s_20x20ptsdet_1_1_7      -241    -187    -66   -1031    -1741    -2270    -4943
20230628_CVD_2546_60s_20x20ptsdet_1_1_8      -261    -221    -83    -912    -1630    -2183    -4771
20230628_CVD_2546_60s_20x20ptsdet_1_1_9      -249    -205    -88    -873    -1665    -2219    -4773
20230628_CVD_2546_60s_20x20ptsdet_1_2_0      -254    -205    -57    -975    -1781    -2282    -4828
20230628_CVD_2546_60s_20x20ptsdet_1_2_1      -259    -223    -83    -915    -1710    -2254    -4814
20230628_CVD_2546_60s_20x20ptsdet_1_2_10     -269    -223    -71    -937    -1718    -2245    -4890
20230628_CVD_2546_60s_20x20ptsdet_1_2_11     -244    -209    -68    -936    -1642    -2182    -4897
20230628_CVD_2546_60s_20x20ptsdet_1_2_12     -245    -203    -83    -899    -1625    -2182    -4853
20230628_CVD_2546_60s_20x20ptsdet_1_2_13     -215    -168    -81    -934    -1675    -2194    -4841
20230628_CVD_2546_60s_20x20ptsdet_1_2_14     -250    -207    -51    -925    -1602    -2131    -4842
20230628_CVD_2546_60s_20x20ptsdet_1_2_15     -251    -212    -92    -917    -1592    -2180    -4871
20230628_CVD_2546_60s_20x20ptsdet_1_2_16     -248    -194    -71    -973    -1687    -2226    -4913
20230628_CVD_2546_60s_20x20ptsdet_1_2_17     -236    -187    -87    -924    -1654    -2184    -4833
20230628_CVD_2546_60s_20x20ptsdet_1_2_18     -249    -196    -84    -932    -1642    -2208    -4764
