"row";"column";"Si_Ka";"Si_Kb";"P_Ka";"P_Kb";"Ni_Ka";"Ni_Kb";"Ga_Ka";"Ga_Kb";"Ga_L1";"Ga_L2";"Ga_L3";"Rh_L1";"Rh_L2";"Rh_L3";"s(Si_Ka)";"s(Si_Kb)";"s(P_Ka)";"s(P_Kb)";"s(Ni_Ka)";"s(Ni_Kb)";"s(Ga_Ka)";"s(Ga_Kb)";"s(Ga_L1)";"s(Ga_L2)";"s(Ga_L3)";"s(Rh_L1)";"s(Rh_L2)";"s(Rh_L3)";"chisq"
33;0;308574;13098.3;11877.8;857.465;2241.63;439.107;36016.1;4966.85;13.9617;474.868;957.302;67.0287;206.033;328.384;629.68;252.275;113.723;38.4578;57.2305;43.6799;197.092;92.9578;33.6881;84.1817;84.9809;19.4999;20.6927;22.535;2.45851
33;1;807.292;714.009;610.183;388.058;99.9352;56.4503;18.0251;19.9979;725.859;462.293;472.614;18.6541;47.0223;75.0595;103.724;71.5863;60.3721;37.0619;40.6084;45.865;54.021;63.1656;56.4328;118.039;155.818;24.0433;22.1018;20.8982;2.3409
34;0;306112;12993.9;11988.6;871.364;2230.31;448.418;36065;5042.6;12.7102;308.516;1171.68;109.712;168.938;360.081;623.107;251.179;113.804;38.3083;56.4868;42.4322;198.187;92.4557;33.6934;84.6677;86.323;21.8767;20.8441;23.2525;2.74979
34;1;791.518;698.498;595.917;376.652;115.3;60.8106;42.9534;44.0526;704.582;457.925;472.308;23.7843;35.2902;63.065;101.573;84.3241;61.8383;43.3549;41.0784;45.6333;54.3597;63.3912;58.7948;144.935;162.462;24.9182;22.1503;20.1743;2.39693
35;0;304907;13079.4;11610.7;795.244;2168;369.822;35905.4;4742.59;1.60897;572.145;934.582;118.45;127.557;303.773;625.525;250.667;112.065;37.3083;55.9839;42.3229;196.942;91.0172;35.0251;85.9987;86.1858;22.4899;20.8147;22.7685;2.59539
35;1;780.684;686.93;585.918;367.298;98.9386;63.7052;8.56507;9.83291;744.948;462.64;470.117;35.5261;55.3798;84.7266;88.1314;69.5935;50.0654;40.6712;40.2318;45.3049;52.9678;62.1752;50.4038;157.918;174.121;25.7332;23.5136;21.9552;2.36339
36;0;305575;12596.6;11828.3;827.19;2138.82;345.833;36104.7;5088.02;15.8733;519.52;986.85;147.734;130.994;388.858;621.725;251.853;113.176;37.6156;56.0661;42.0259;197.195;91.9562;34.3574;87.4961;87.5518;22.9686;20.6163;24.1289;2.69607
36;1;801.317;706.836;607.029;391.751;139.471;79.5746;12.5397;10.614;753.262;476.639;487.285;32.344;68.0584;99.9049;83.5176;65.1707;47.8651;35.887;42.209;45.9465;53.4445;62.6574;48.4042;134.162;154.83;20.0733;20.576;20.5876;2.5026
37;0;308435;12684.5;11644.9;830.424;2104.95;381.447;35998;4849.04;15.2898;703.862;797.478;0.877984;213.817;354.009;622.812;251.728;112.419;37.784;55.963;43.3493;197.271;91.8439;33.9705;87.781;86.1093;17.4906;20.8493;23.5496;2.65661
37;1;806.005;711.331;609.607;391.633;135.538;58.6668;17.2384;17.8451;744.117;473.719;485.069;22.1733;40.5367;69.6456;88.3482;69.8908;51.7056;38.137;42.2127;46.1353;54.3407;63.0834;50.3926;146.155;163.04;26.1734;23.0066;20.8667;2.41507
